episode,t,state,action,reward,next_state,done,epsilon,q_before,q_after,td_target,td_error
1,37,172,0,-1.0,272,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,38,272,1,-1.0,172,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,39,172,1,-1.0,72,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,40,72,1,-1.0,72,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,41,72,2,-1.0,92,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,42,92,4,-10.0,92,0,0.1,0.0,-2.0,-10.0,-10.0
1,43,92,2,-1.0,92,0,0.1,-0.20000000298023224,-0.3959999978542328,-1.180000002682209,-0.9799999997019768
1,44,92,4,-10.0,92,0,0.1,-2.0,-3.635999917984009,-10.18000000268221,-8.18000000268221
1,45,92,0,-1.0,192,0,0.1,-0.20000000298023224,-0.36000001430511475,-1.0,-0.7999999970197678
1,46,192,2,-1.0,192,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,47,192,3,-1.0,172,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,48,172,4,-10.0,172,0,0.1,0.0,-2.0,-10.0,-10.0
1,49,172,2,-1.0,192,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,50,192,4,-10.0,192,0,0.1,0.0,-2.0,-10.0,-10.0
1,51,192,5,-10.0,192,0,0.1,0.0,-2.0,-10.0,-10.0
1,52,192,0,-1.0,292,0,0.1,-0.20000000298023224,-0.36000001430511475,-1.0,-0.7999999970197678
1,53,292,2,-1.0,292,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,54,292,3,-1.0,272,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,55,272,2,-1.0,292,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,56,292,4,-10.0,292,0,0.1,0.0,-2.0,-10.0,-10.0
1,57,292,5,-10.0,292,0,0.1,0.0,-2.0,-10.0,-10.0
1,58,292,1,-1.0,192,0,0.1,-0.20000000298023224,-0.3959999978542328,-1.180000002682209,-0.9799999997019768
1,59,192,1,-1.0,92,0,0.1,-0.20000000298023224,-0.3959999978542328,-1.180000002682209,-0.9799999997019768
1,60,92,1,-1.0,92,0,0.1,-0.20000000298023224,-0.3959999978542328,-1.180000002682209,-0.9799999997019768
1,61,92,3,-1.0,72,0,0.1,-0.20000000298023224,-0.36000001430511475,-1.0,-0.7999999970197678
1,62,72,3,-1.0,52,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,63,52,0,-1.0,152,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,64,152,0,-1.0,252,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,65,252,0,-1.0,352,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,66,352,0,-1.0,452,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,67,452,0,-1.0,452,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,68,452,1,-1.0,352,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,69,352,1,-1.0,252,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,70,252,1,-1.0,152,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,71,152,1,-1.0,52,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,72,52,2,-1.0,72,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,73,72,5,-10.0,72,0,0.1,0.0,-2.0,-10.0,-10.0
1,74,72,0,-1.0,172,0,0.1,-0.20000000298023224,-0.36000001430511475,-1.0,-0.7999999970197678
1,75,172,3,-1.0,152,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,76,152,2,-1.0,172,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,77,172,5,-10.0,172,0,0.1,0.0,-2.0,-10.0,-10.0
1,78,172,0,-1.0,272,0,0.1,-0.20000000298023224,-0.36000001430511475,-1.0,-0.7999999970197678
1,79,272,3,-1.0,252,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,80,252,0,-1.0,352,0,0.1,-0.20000000298023224,-0.36000001430511475,-1.0,-0.7999999970197678
1,81,352,1,-1.0,252,0,0.1,-0.20000000298023224,-0.36000001430511475,-1.0,-0.7999999970197678
1,82,252,2,-1.0,272,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,83,272,4,-10.0,272,0,0.1,0.0,-2.0,-10.0,-10.0
1,84,272,5,-10.0,272,0,0.1,0.0,-2.0,-10.0,-10.0
1,85,272,0,-1.0,372,0,0.1,-0.20000000298023224,-0.36000001430511475,-1.0,-0.7999999970197678
1,86,372,3,-1.0,372,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,87,372,5,-10.0,372,0,0.1,0.0,-2.0,-10.0,-10.0
1,88,372,0,-1.0,472,0,0.1,-0.20000000298023224,-0.36000001430511475,-1.0,-0.7999999970197678
1,89,472,3,-1.0,472,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,90,472,4,-1.0,476,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,91,476,4,-10.0,476,0,0.1,0.0,-2.0,-10.0,-10.0
1,92,476,0,-1.0,476,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,93,476,1,-1.0,376,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,94,376,0,-1.0,476,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,95,476,2,-1.0,496,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,96,496,0,-1.0,496,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,97,496,1,-1.0,396,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,98,396,0,-1.0,496,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,99,496,2,-1.0,496,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,100,496,3,-1.0,476,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,101,476,3,-1.0,476,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,102,476,5,-1.0,472,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,103,472,5,-10.0,472,0,0.1,0.0,-2.0,-10.0,-10.0
1,104,472,0,-1.0,472,0,0.1,-0.20000000298023224,-0.3959999978542328,-1.180000002682209,-0.9799999997019768
1,105,472,0,-1.0,472,0,0.1,-0.3959999978542328,-0.5527999997138977,-1.180000002682209,-0.7840000048279763
1,106,472,4,-1.0,476,0,0.1,-0.20000000298023224,-0.3959999978542328,-1.180000002682209,-0.9799999997019768
1,107,476,0,-1.0,476,0,0.1,-0.20000000298023224,-0.3959999978542328,-1.180000002682209,-0.9799999997019768
1,108,476,1,-1.0,376,0,0.1,-0.20000000298023224,-0.36000001430511475,-1.0,-0.7999999970197678
1,109,376,1,-1.0,276,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,110,276,0,-1.0,376,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,111,376,2,-1.0,396,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,112,396,1,-1.0,296,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,113,296,0,-1.0,396,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,114,396,2,-1.0,396,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,115,396,3,-1.0,376,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,116,376,3,-1.0,376,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,117,376,4,-10.0,376,0,0.1,0.0,-2.0,-10.0,-10.0
1,118,376,5,-10.0,376,0,0.1,0.0,-2.0,-10.0,-10.0
1,119,376,0,-1.0,476,0,0.1,-0.20000000298023224,-0.3959999978542328,-1.180000002682209,-0.9799999997019768
1,120,476,2,-1.0,496,0,0.1,-0.20000000298023224,-0.36000001430511475,-1.0,-0.7999999970197678
1,121,496,4,-10.0,496,0,0.1,0.0,-2.0,-10.0,-10.0
1,122,496,5,-10.0,496,0,0.1,0.0,-2.0,-10.0,-10.0
1,123,496,0,-1.0,496,0,0.1,-0.20000000298023224,-0.3959999978542328,-1.180000002682209,-0.9799999997019768
1,124,496,1,-1.0,396,0,0.1,-0.20000000298023224,-0.36000001430511475,-1.0,-0.7999999970197678
1,125,396,4,-10.0,396,0,0.1,0.0,-2.0,-10.0,-10.0
1,126,396,5,-10.0,396,0,0.1,0.0,-2.0,-10.0,-10.0
1,127,396,0,-1.0,496,0,0.1,-0.20000000298023224,-0.3959999978542328,-1.180000002682209,-0.9799999997019768
1,128,496,2,-1.0,496,0,0.1,-0.20000000298023224,-0.3959999978542328,-1.180000002682209,-0.9799999997019768
1,129,496,3,-1.0,476,0,0.1,-0.20000000298023224,-0.3959999978542328,-1.180000002682209,-0.9799999997019768
1,130,476,3,-1.0,476,0,0.1,-0.20000000298023224,-0.3959999978542328,-1.180000002682209,-0.9799999997019768
1,131,476,3,-1.0,476,0,0.1,-0.3959999978542328,-0.5527999997138977,-1.180000002682209,-0.7840000048279763
1,132,476,5,-1.0,472,0,0.1,-0.20000000298023224,-0.3959999978542328,-1.180000002682209,-0.9799999997019768
1,133,472,1,-1.0,372,0,0.1,-0.20000000298023224,-0.3959999978542328,-1.180000002682209,-0.9799999997019768
1,134,372,1,-1.0,272,0,0.1,-0.20000000298023224,-0.3959999978542328,-1.180000002682209,-0.9799999997019768
1,135,272,5,-10.0,272,0,0.1,-2.0,-3.635999917984009,-10.18000000268221,-8.18000000268221
1,136,272,1,-1.0,172,0,0.1,-0.20000000298023224,-0.3959999978542328,-1.180000002682209,-0.9799999997019768
1,137,172,1,-1.0,72,0,0.1,-0.20000000298023224,-0.3959999978542328,-1.180000002682209,-0.9799999997019768
1,138,72,1,-1.0,72,0,0.1,-0.20000000298023224,-0.3959999978542328,-1.180000002682209,-0.9799999997019768
1,139,72,2,-1.0,92,0,0.1,-0.20000000298023224,-0.42480000853538513,-1.3240000128746032,-1.124000009894371
1,140,92,0,-1.0,192,0,0.1,-0.36000001430511475,-0.5239999890327454,-1.180000002682209,-0.8199999883770943
1,141,192,2,-1.0,192,0,0.1,-0.20000000298023224,-0.3959999978542328,-1.180000002682209,-0.9799999997019768
1,142,192,3,-1.0,172,0,0.1,-0.20000000298023224,-0.3959999978542328,-1.180000002682209,-0.9799999997019768
1,143,172,2,-1.0,192,0,0.1,-0.20000000298023224,-0.42480000853538513,-1.3240000128746032,-1.124000009894371
1,144,192,0,-1.0,292,0,0.1,-0.36000001430511475,-0.5239999890327454,-1.180000002682209,-0.8199999883770943
1,145,292,2,-1.0,292,0,0.1,-0.20000000298023224,-0.3959999978542328,-1.180000002682209,-0.9799999997019768
1,146,292,3,-1.0,272,0,0.1,-0.20000000298023224,-0.3959999978542328,-1.180000002682209,-0.9799999997019768
1,147,272,2,-1.0,292,0,0.1,-0.20000000298023224,-0.42480000853538513,-1.3240000128746032,-1.124000009894371
1,148,292,0,-1.0,392,0,0.1,-0.36000001430511475,-0.5239999890327454,-1.180000002682209,-0.8199999883770943
1,149,392,2,-1.0,392,0,0.1,-0.20000000298023224,-0.3959999978542328,-1.180000002682209,-0.9799999997019768
1,150,392,3,-1.0,372,0,0.1,-0.20000000298023224,-0.3959999978542328,-1.180000002682209,-0.9799999997019768
1,151,372,2,-1.0,392,0,0.1,-0.20000000298023224,-0.42480000853538513,-1.3240000128746032,-1.124000009894371
1,152,392,0,-1.0,492,0,0.1,-0.36000001430511475,-0.5239999890327454,-1.180000002682209,-0.8199999883770943
1,153,492,2,-1.0,492,0,0.1,-0.20000000298023224,-0.3959999978542328,-1.180000002682209,-0.9799999997019768
1,154,492,3,-1.0,472,0,0.1,-0.20000000298023224,-0.3959999978542328,-1.180000002682209,-0.9799999997019768
1,155,472,2,-1.0,492,0,0.1,-0.20000000298023224,-0.42480000853538513,-1.3240000128746032,-1.124000009894371
1,156,492,0,-1.0,492,0,0.1,-0.36000001430511475,-0.5527999997138977,-1.3240000128746032,-0.9639999985694885
1,157,492,1,-1.0,392,0,0.1,-0.3959999978542328,-0.58160001039505,-1.3240000128746032,-0.9280000150203704
1,158,392,1,-1.0,292,0,0.1,-0.36000001430511475,-0.5592800378799438,-1.3563999980688095,-0.9963999837636948
1,159,292,0,-1.0,392,0,0.1,-0.5239999890327454,-0.6904799938201904,-1.3563999980688095,-0.8324000090360641
1,160,392,2,-1.0,392,0,0.1,-0.3959999978542328,-0.5880799889564514,-1.3563999980688095,-0.9604000002145767
1,161,392,3,-1.0,372,0,0.1,-0.3959999978542328,-0.5527999997138977,-1.180000002682209,-0.7840000048279763
1,162,372,5,-10.0,372,0,0.1,-2.0,-3.635999917984009,-10.18000000268221,-8.18000000268221
1,163,372,3,-1.0,372,0,0.1,-0.20000000298023224,-0.3959999978542328,-1.180000002682209,-0.9799999997019768
1,164,372,0,-1.0,472,0,0.1,-0.36000001430511475,-0.5239999890327454,-1.180000002682209,-0.8199999883770943
1,165,472,3,-1.0,472,0,0.1,-0.20000000298023224,-0.3959999978542328,-1.180000002682209,-0.9799999997019768
1,166,472,1,-1.0,372,0,0.1,-0.3959999978542328,-0.5880799889564514,-1.3563999980688095,-0.9604000002145767
1,167,372,1,-1.0,272,0,0.1,-0.3959999978542328,-0.5527999997138977,-1.180000002682209,-0.7840000048279763
1,168,272,3,-1.0,252,0,0.1,-0.20000000298023224,-0.36000001430511475,-1.0,-0.7999999970197678
1,169,252,3,-1.0,232,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,170,232,0,-1.0,332,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,171,332,0,-1.0,432,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,172,432,0,-1.0,432,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,173,432,1,-1.0,332,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,174,332,1,-1.0,232,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,175,232,1,-1.0,132,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,176,132,0,-1.0,232,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,177,232,2,-1.0,252,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,178,252,4,-10.0,252,0,0.1,0.0,-2.0,-10.0,-10.0
1,179,252,5,-10.0,252,0,0.1,0.0,-2.0,-10.0,-10.0
1,180,252,1,-1.0,152,0,0.1,-0.20000000298023224,-0.36000001430511475,-1.0,-0.7999999970197678
1,181,152,3,-1.0,152,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,182,152,4,-10.0,152,0,0.1,0.0,-2.0,-10.0,-10.0
1,183,152,5,-10.0,152,0,0.1,0.0,-2.0,-10.0,-10.0
1,184,152,0,-1.0,252,0,0.1,-0.20000000298023224,-0.3959999978542328,-1.180000002682209,-0.9799999997019768
1,185,252,2,-1.0,272,0,0.1,-0.20000000298023224,-0.42480000853538513,-1.3240000128746032,-1.124000009894371
1,186,272,0,-1.0,372,0,0.1,-0.36000001430511475,-0.5592800378799438,-1.3563999980688095,-0.9963999837636948
1,187,372,3,-1.0,372,0,0.1,-0.3959999978542328,-0.5880799889564514,-1.3563999980688095,-0.9604000002145767
1,188,372,2,-1.0,392,0,0.1,-0.42480000853538513,-0.6341599822044373,-1.4715999901294707,-1.0467999815940856
1,189,392,0,-1.0,492,0,0.1,-0.5239999890327454,-0.6904799938201904,-1.3563999980688095,-0.8324000090360641
1,190,492,2,-1.0,492,0,0.1,-0.3959999978542328,-0.5880799889564514,-1.3563999980688095,-0.9604000002145767
1,191,492,1,-1.0,392,0,0.1,-0.58160001039505,-0.7647839784622192,-1.497519999742508,-0.9159199893474579
1,192,392,3,-1.0,372,0,0.1,-0.5527999997138977,-0.7365599870681763,-1.4715999901294707,-0.918799990415573
1,193,372,0,-1.0,472,0,0.1,-0.5239999890327454,-0.6904799938201904,-1.3563999980688095,-0.8324000090360641
1,194,472,3,-1.0,472,0,0.1,-0.3959999978542328,-0.5880799889564514,-1.3563999980688095,-0.9604000002145767
1,195,472,4,-1.0,476,0,0.1,-0.3959999978542328,-0.58160001039505,-1.3240000128746032,-0.9280000150203704
1,196,476,1,-1.0,376,0,0.1,-0.36000001430511475,-0.5239999890327454,-1.180000002682209,-0.8199999883770943
1,197,376,1,-1.0,276,0,0.1,-0.20000000298023224,-0.36000001430511475,-1.0,-0.7999999970197678
1,198,276,1,-1.0,176,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,199,176,0,-1.0,276,1,0.1,0.0,-0.20000000298023224,-1.0,-1.0
