episode,t,state,action,reward,next_state,done,epsilon,q_before,q_after,td_target,td_error
1,120,247,4,-10.0,247,0,0.3,-1.0,-1.909000039100647,-10.090000001341105,-9.090000001341105
1,121,247,0,-1.0,347,0,0.3,-0.10000000149011612,-0.2071000039577484,-1.1709999978542327,-1.0709999963641166
1,122,347,4,-10.0,347,0,0.3,-1.0,-1.917099952697754,-10.170999997854233,-9.170999997854233
1,123,347,0,-1.0,447,0,0.3,-0.1899999976158142,-0.2800000011920929,-1.0900000013411044,-0.9000000037252902
1,124,447,2,-1.0,447,0,0.3,-0.10000000149011612,-0.19900000095367432,-1.0900000013411044,-0.9899999998509883
1,125,447,3,-1.0,427,0,0.3,-0.10000000149011612,-0.1899999976158142,-1.0,-0.8999999985098839
1,126,427,5,-10.0,427,0,0.3,0.0,-1.0,-10.0,-10.0
1,127,427,0,-1.0,427,0,0.3,-0.10000000149011612,-0.19900000095367432,-1.0900000013411044,-0.9899999998509883
1,128,427,1,-1.0,327,0,0.3,-0.10000000149011612,-0.1899999976158142,-1.0,-0.8999999985098839
1,129,327,3,-1.0,327,0,0.3,0.0,-0.10000000149011612,-1.0,-1.0
1,130,327,4,-10.0,327,0,0.3,0.0,-1.0,-10.0,-10.0
1,131,327,0,-1.0,427,0,0.3,-0.10000000149011612,-0.19900000095367432,-1.0900000013411044,-0.9899999998509883
1,132,427,2,-1.0,447,0,0.3,-0.10000000149011612,-0.2071000039577484,-1.1709999978542327,-1.0709999963641166
1,133,447,0,-1.0,447,0,0.3,-0.1899999976158142,-0.288100004196167,-1.1709999978542327,-0.9810000002384185
1,134,447,1,-1.0,347,0,0.3,-0.19900000095367432,-0.2962000072002411,-1.1709999978542327,-0.9719999969005584
1,135,347,5,-10.0,347,0,0.3,-1.909000039100647,-2.7351999282836914,-10.170999997854233,-8.261999958753586
1,136,347,1,-1.0,247,0,0.3,-0.1899999976158142,-0.2800000011920929,-1.0900000013411044,-0.9000000037252902
1,137,247,0,-1.0,347,0,0.3,-0.2071000039577484,-0.30349001288414,-1.1709999978542327,-0.9638999938964843
1,138,347,2,-1.0,347,0,0.3,-0.1899999976158142,-0.288100004196167,-1.1709999978542327,-0.9810000002384185
1,139,347,1,-1.0,247,0,0.3,-0.2800000011920929,-0.3610000014305115,-1.0900000013411044,-0.8100000001490115
1,140,247,3,-1.0,227,0,0.3,-0.10000000149011612,-0.19900000095367432,-1.0900000013411044,-0.9899999998509883
1,141,227,1,-1.0,127,0,0.3,-0.1899999976158142,-0.2800000011920929,-1.0900000013411044,-0.9000000037252902
1,142,127,1,-1.0,27,0,0.3,-0.10000000149011612,-0.1899999976158142,-1.0,-0.8999999985098839
1,143,27,4,-10.0,27,0,0.3,0.0,-1.0,-10.0,-10.0
1,144,27,5,-10.0,27,0,0.3,0.0,-1.0,-10.0,-10.0
1,145,27,3,-1.0,7,0,0.3,-0.10000000149011612,-0.19900000095367432,-1.0900000013411044,-0.9899999998509883
1,146,7,1,-1.0,7,0,0.3,-0.10000000149011612,-0.19900000095367432,-1.0900000013411044,-0.9899999998509883
1,147,7,0,-1.0,107,0,0.3,-0.19900000095367432,-0.288100004196167,-1.0900000013411044,-0.8910000003874301
1,148,107,3,-1.0,107,0,0.3,-0.10000000149011612,-0.19900000095367432,-1.0900000013411044,-0.9899999998509883
1,149,107,1,-1.0,7,0,0.3,-0.1899999976158142,-0.2800000011920929,-1.0900000013411044,-0.9000000037252902
1,150,7,2,-1.0,27,0,0.3,-0.10000000149011612,-0.19900000095367432,-1.0900000013411044,-0.9899999998509883
1,151,27,0,-1.0,127,0,0.3,-0.10000000149011612,-0.2071000039577484,-1.1709999978542327,-1.0709999963641166
1,152,127,5,-10.0,127,0,0.3,-1.0,-1.917099952697754,-10.170999997854233,-9.170999997854233
1,153,127,0,-1.0,227,0,0.3,-0.1899999976158142,-0.2800000011920929,-1.0900000013411044,-0.9000000037252902
1,154,227,3,-1.0,207,0,0.3,-0.10000000149011612,-0.19900000095367432,-1.0900000013411044,-0.9899999998509883
1,155,207,3,-1.0,207,0,0.3,-0.10000000149011612,-0.19900000095367432,-1.0900000013411044,-0.9899999998509883
1,156,207,0,-1.0,307,0,0.3,-0.1899999976158142,-0.2800000011920929,-1.0900000013411044,-0.9000000037252902
1,157,307,1,-1.0,207,0,0.3,-0.19900000095367432,-0.2962000072002411,-1.1709999978542327,-0.9719999969005584
1,158,207,3,-1.0,207,0,0.3,-0.19900000095367432,-0.2962000072002411,-1.1709999978542327,-0.9719999969005584
1,159,207,1,-1.0,107,0,0.3,-0.1899999976158142,-0.28891000151634216,-1.1791000008583068,-0.9891000032424926
1,160,107,1,-1.0,7,0,0.3,-0.2800000011920929,-0.3610000014305115,-1.0900000013411044,-0.8100000001490115
1,161,7,3,-1.0,7,0,0.3,-0.10000000149011612,-0.19900000095367432,-1.0900000013411044,-0.9899999998509883
1,162,7,4,-10.0,7,0,0.3,-1.0,-1.9179099798202515,-10.179100000858307,-9.179100000858307
1,163,7,5,-10.0,7,0,0.3,-1.0,-1.9179099798202515,-10.179100000858307,-9.179100000858307
1,164,7,1,-1.0,7,0,0.3,-0.19900000095367432,-0.29701000452041626,-1.1791000008583068,-0.9800999999046325
1,165,7,2,-1.0,27,0,0.3,-0.19900000095367432,-0.288100004196167,-1.0900000013411044,-0.8910000003874301
1,166,27,1,-1.0,27,0,0.3,-0.10000000149011612,-0.19900000095367432,-1.0900000013411044,-0.9899999998509883
1,167,27,2,-1.0,27,0,0.3,-0.10000000149011612,-0.19900000095367432,-1.0900000013411044,-0.9899999998509883
1,168,27,1,-1.0,27,0,0.3,-0.19900000095367432,-0.29701000452041626,-1.1791000008583068,-0.9800999999046325
1,169,27,3,-1.0,7,0,0.3,-0.19900000095367432,-0.29701000452041626,-1.1791000008583068,-0.9800999999046325
1,170,7,3,-1.0,7,0,0.3,-0.19900000095367432,-0.29701000452041626,-1.1791000008583068,-0.9800999999046325
1,171,7,0,-1.0,107,0,0.3,-0.288100004196167,-0.37720000743865967,-1.1791000008583068,-0.8909999966621398
1,172,107,2,-1.0,127,0,0.3,-0.19900000095367432,-0.2962000072002411,-1.1709999978542327,-0.9719999969005584
1,173,127,0,-1.0,227,0,0.3,-0.2800000011920929,-0.3610000014305115,-1.0900000013411044,-0.8100000001490115
1,174,227,2,-1.0,247,0,0.3,-0.10000000149011612,-0.19900000095367432,-1.0900000013411044,-0.9899999998509883
1,175,247,3,-1.0,227,0,0.3,-0.19900000095367432,-0.2962000072002411,-1.1709999978542327,-0.9719999969005584
1,176,227,5,-10.0,227,0,0.3,-1.0,-1.917099952697754,-10.170999997854233,-9.170999997854233
1,177,227,0,-1.0,327,0,0.3,-0.1899999976158142,-0.2709999978542328,-1.0,-0.8100000023841858
1,178,327,5,-10.0,327,0,0.3,0.0,-1.0,-10.0,-10.0
1,179,327,1,-1.0,227,0,0.3,-0.10000000149011612,-0.20791000127792358,-1.1791000008583068,-1.0790999993681907
1,180,227,2,-1.0,247,0,0.3,-0.19900000095367432,-0.288100004196167,-1.0900000013411044,-0.8910000003874301
1,181,247,2,-1.0,267,0,0.3,-0.10000000149011612,-0.1899999976158142,-1.0,-0.8999999985098839
1,182,267,0,-1.0,367,0,0.3,-0.10000000149011612,-0.1899999976158142,-1.0,-0.8999999985098839
1,183,367,2,-1.0,387,0,0.3,0.0,-0.10000000149011612,-1.0,-1.0
1,184,387,2,-1.0,387,0,0.3,0.0,-0.10000000149011612,-1.0,-1.0
1,185,387,3,-1.0,367,0,0.3,0.0,-0.10000000149011612,-1.0,-1.0
1,186,367,4,-10.0,367,0,0.3,0.0,-1.0,-10.0,-10.0
1,187,367,3,-1.0,367,0,0.3,0.0,-0.10000000149011612,-1.0,-1.0
1,188,367,5,-10.0,367,0,0.3,0.0,-1.0,-10.0,-10.0
1,189,367,0,-1.0,467,0,0.3,-0.10000000149011612,-0.1899999976158142,-1.0,-0.8999999985098839
1,190,467,4,-10.0,467,0,0.3,0.0,-1.0,-10.0,-10.0
1,191,467,1,-1.0,367,0,0.3,-0.10000000149011612,-0.19900000095367432,-1.0900000013411044,-0.9899999998509883
1,192,367,0,-1.0,467,0,0.3,-0.1899999976158142,-0.2709999978542328,-1.0,-0.8100000023841858
1,193,467,2,-1.0,487,0,0.3,0.0,-0.10000000149011612,-1.0,-1.0
1,194,487,0,-1.0,487,0,0.3,-0.10000000149011612,-0.1899999976158142,-1.0,-0.8999999985098839
1,195,487,2,-1.0,487,0,0.3,0.0,-0.10000000149011612,-1.0,-1.0
1,196,487,3,-1.0,467,0,0.3,0.0,-0.10000000149011612,-1.0,-1.0
1,197,467,3,-1.0,467,0,0.3,0.0,-0.10000000149011612,-1.0,-1.0
1,198,467,0,-1.0,467,0,0.3,-0.10000000149011612,-0.1899999976158142,-1.0,-0.8999999985098839
1,199,467,5,-10.0,467,1,0.3,0.0,-1.0,-10.0,-10.0
